status,city,state,country,classification,openfda,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info,gmp_category,is_class_1
Ongoing,Princeton,NJ,United States,Class I,{},Drugs,94369,"Dr. Reddy's Laboratories, Inc.",107 College Rd E,,08540-6623,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0486-2024,"Sapropterin Dihydrochloride Powder for Oral Solution 100mg, 30 individual packets per carton, Rx Only, Distributor: Dr. Reddy's Laboratories Inc., Princeton, NJ 08540, Made in India, NDC 43598-477-30.",2402 cartons,Sub-potent Drug; powder discoloration associated with decreased potency,20240408.0,20240506.0,,20240515.0,"Lot # T2200352, Exp. 12/31/2024",,⑧ 이물혼입/물리적결함,1
Terminated,Hauppauge,NY,United States,Class II,{},Drugs,62613,"LNK International, Inc.",40 & 60 Arkay Drive,,11788-3708,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,D-0319-2015,"Walgreens ASPIRIN FREE TENSION HEADACHE, Pain Reliever/Pain Reliever Aid, Acetaminophen & Caffeine, 100 Coated Caplets, OTC ---  Distributed by: Walgreen Co. 200 Wilmot Rd., Deerfield, IL 60015, Item # 427594, NDC 0363-0428-12, UPC Code 311917134925","9,379 bottles","Incorrect/Undeclared Excipients: The firm recalled specific lots of Walgreens brand Aspirin Free Tension Headache Caplets due to the presence of sucralose, which was not declared on the label.",20120718.0,20141223.0,20141223.0,20141231.0,"Lot Number P78221, expiration date 05/14;   Lot Number P78222, expiration date 05/14",,⑤ 표시/라벨링 오류,0
Terminated,East Windsor,NJ,United States,Class II,"{'application_number': ['ANDA090624'], 'brand_name': ['SULFAMETHOXAZOLE AND TRIMETHOPRIM'], 'generic_name': ['SULFAMETHOXAZOLE AND TRIMETHOPRIM'], 'manufacturer_name': ['Aurobindo Pharma Limited'], 'product_ndc': ['65862-419', '65862-420'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['SULFAMETHOXAZOLE', 'TRIMETHOPRIM'], 'rxcui': ['198334', '198335'], 'spl_id': ['e4ea8e99-58d4-4c1b-b84c-db0838610059'], 'spl_set_id': ['284b5dac-2b8d-46bf-95fe-80ce03fa178a'], 'package_ndc': ['65862-419-20', '65862-419-01', '65862-419-05', '65862-419-99', '65862-420-20', '65862-420-01', '65862-420-05', '65862-420-99'], 'is_original_packager': [True], 'nui': ['N0000175504', 'M0020790', 'N0000185504', 'N0000175489', 'N0000000191', 'N0000187062', 'N0000187061'], 'pharm_class_epc': ['Sulfonamide Antimicrobial [EPC]', 'Dihydrofolate Reductase Inhibitor Antibacterial [EPC]'], 'pharm_class_cs': ['Sulfonamides [CS]'], 'pharm_class_moa': ['Cytochrome P450 2C9 Inhibitors [MoA]', 'Dihydrofolate Reductase Inhibitors [MoA]', 'Cytochrome P450 2C8 Inhibitors [MoA]', 'Organic Cation Transporter 2 Inhibitors [MoA]'], 'unii': ['JE42381TNV', 'AN164J8Y0X']}",Drugs,88227,Aurobindo Pharma USA Inc.,279 Princeton Hightstown Rd,,08520-1401,Voluntary: Firm initiated,,Nationwide,D-0719-2021,"Sulfamethoxazole and Trimethoprim Tablets, USP, 800mg/160mg Double Strength, 500 Tablets,  Rx Only, Distributed by: Aurobindo Pharma USA, Inc. 279 Princeton-HIghtstown Road, EAs Windsor, NJ 08520, Made in India, NDC 65862-420-05",3800 bottles,Presence of Foreign Substance- Potential of metal contamination.,20210707.0,20210810.0,20231018.0,20210818.0,Batch SP1D19082AA3 &  Batch SP1D19085AA3; Exp 08/2022,,② 미생물/오염,0
Ongoing,Brookhaven,NY,United States,Class II,"{'application_number': ['ANDA078596'], 'brand_name': ['METFORMIN HYDROCHLORIDE'], 'generic_name': ['METFORMIN HYDROCHLORIDE'], 'manufacturer_name': ['Amneal Pharmaceuticals LLC'], 'product_ndc': ['65162-178', '65162-179'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['METFORMIN HYDROCHLORIDE'], 'rxcui': ['860975', '860981'], 'spl_id': ['984302ad-793e-4f35-92da-e5e7f92154f6'], 'spl_set_id': ['c01a79e0-f2b7-4d99-857e-bda7f24fe319'], 'package_ndc': ['65162-178-89', '65162-178-03', '65162-178-09', '65162-178-10', '65162-178-50', '65162-178-11', '65162-179-03', '65162-179-09', '65162-179-10', '65162-179-50'], 'is_original_packager': [True], 'upc': ['0365162178104', '0365162179101'], 'unii': ['786Z46389E']}",Drugs,85781,"Amneal Pharmaceuticals of New York, LLC",50 Horseblock Rd,,11719-9509,Voluntary: Firm initiated,Press Release,Nationwide,D-1349-2020,"amneal Metformin Hydrochloride Extended-Release Tablets, USP, 750 mg, Rx only, 100 Tablets bottles, Manufactured by: Amneal Pharmaceuticals Pvt. Ltd. Ahmedabad, 388213, INDIA Distributed by: Amneal Pharmaceuticals LLC Bridgewater, NJ 08807   NDC 65162-179-10",,CGMP Deviations: FDA analysis detected N-Nitrosodimethylamine (NDMA) impurity above the acceptable intake level,20200529.0,20200625.0,,20200701.0,AM181337A 10/31/2020  AM181338A 10/31/2020  AM181339A 11/30/2020  AM181340A 11/30/2020  AM181341A 11/30/2020  AM181342A 11/30/2020  AM181343A 11/30/2020  AM181344A 11/30/2020  AM181356A 11/30/2020  AM181357A 11/30/2020  AM181358A 11/30/2020  AM181359A 11/30/2020  AM181360A 11/30/2020  AM181361A 11/30/2020  AM181362A 11/30/2020  AM181363A 11/30/2020  AM181415A 11/30/2020  AM190040B 12/31/2020  AM190041A 12/31/2020  AM190042A 12/31/2020  AM190043A 12/31/2020  AM190044A 12/31/2020  AM190045A 12/31/2020  AM190046A 12/31/2020  AM190473B 4/30/2021  AM190474A 4/30/2021  AM190475A 4/30/2021  AM190476A 4/30/2021  AM190477A 4/30/2021  AM190478A 4/30/2021  AM190479A 4/30/2021  AM190480A 4/30/2021  AM190481A 4/30/2021  AM190482A 4/30/2021  AM190834A 7/31/2021  AM190835A 7/31/2021  AM190836A 7/31/2021  AM190837A 7/31/2021  AM190838A 7/31/2021  AM191004A 8/31/2021  AM191005A 8/31/2021  AM191006A 8/31/2021  AM191007A 8/31/2021  AM191008A 9/30/2021  AM191271A 10/31/2021  AM191272A 10/31/2021  AM191273A 10/31/2021  AM191274A 10/31/2021  AM191338A 11/30/2021  AM191339A 11/30/2021  AM191340A 11/30/2021  AM191341 12/31/2021  AM191342 12/31/2021  AM200109 12/31/2021  AM200110 12/31/2021  AM200111 12/31/2021,,⑦ 일반 CGMP 결함,0
Terminated,New London,CT,United States,Class II,"{'application_number': ['M004'], 'brand_name': ['SHEFFIELD TRIPLE ANTIBIOTIC'], 'generic_name': ['BACITRACIN ZINC, POLYMYXIN B SULFATE, NEOMYCIN SULFATE'], 'manufacturer_name': ['Sheffield Pharmaceuticals LLC'], 'product_ndc': ['11527-162'], 'product_type': ['HUMAN OTC DRUG'], 'route': ['TOPICAL'], 'substance_name': ['BACITRACIN ZINC', 'NEOMYCIN SULFATE', 'POLYMYXIN B SULFATE'], 'rxcui': ['204602'], 'spl_id': ['e78cd65b-8aeb-4fc5-8551-2deceb5d01e2'], 'spl_set_id': ['1aa95046-c1f7-4fc7-acac-839065d998f6'], 'package_ndc': ['11527-162-51', '11527-162-30', '11527-162-55', '11527-162-47', '11527-162-27', '11527-163-55'], 'is_original_packager': [True], 'unii': ['89Y4M234ES', '057Y626693', '19371312D4']}",Drugs,66962,Faria Limited LLC dba Sheffield Pharmaceuticals,170 Broad St,,06320-5313,Voluntary: Firm initiated,Letter,Nationwide,D-1076-2014,"Dr. Sheffield Triple Antibiotic Ointment, OTC a) 0.33 oz (9g) (NDC 11527-162-47); b) 1 oz (22g) (NDC 11527-163-55)  SHEFFIELD PHARMACEUTICALS, New London, CT 06320",332508,Microbial Contamination of Non-Sterile Products: Elevated counts of gram positive rods were found during environmental testing,20131122.0,20140205.0,20140609.0,20140212.0,"20154 EXP.12/13, 20153 EXP.12/13, 20152 EXP.12/12, 20151 EXP.12/11, 20093 EXP.12/13, 20092 EXP.12/13, 20091 EXP.12/13, 20085 EXP.12/13, 20084 EXP.12/13, 20083 EXP. 2/13, 20082 EXP.12/13, 20073 EXP. 12/13, 20074 EXP. 12/13, 20075 EXP. 12/13, 20081 EXP.12/13, 20021 EXP. 12/13",,① 무균보증실패,0
Terminated,Vancouver,WA,United States,Class II,{},Drugs,65690,"Aidapak Services, LLC",14301 Se 1st St,,98684-3501,Voluntary: Firm initiated,Telephone,"Repacked drugs were distributed in Arizona, California, Oregon, and Washington.",D-830-2014,"clonazePAM, Tablet, 0.25 mg (1/2 of 0.5 mg), Rx only, Distributed by: AidaPak Service, LLC, NDC 00093083201.",200 Tablets,"Labeling: Label Mixup: clonazePAM, Tablet, 0.25 mg (1/2 of 0.5 mg) may have potentially been mislabeled as the following drug:  CHOLECALCIFEROL, Capsule, 2000 units, NDC 00536379001, Pedigree: ADWA00002136, EXP: 5/31/2014.",20130702.0,20140120.0,20140207.0,20140129.0,"clonazePAM, Tablet, 0.25 mg (1/2 of 0.5 mg) has the following codes:   Pedigree: AD73518_1, EXP: 5/31/2014.",,⑤ 표시/라벨링 오류,0
Terminated,North Wales,PA,United States,Class II,{},Drugs,81840,Teva Pharmaceuticals USA,1090 Horsham Rd,,19454-1505,Voluntary: Firm initiated,Letter,U.S.A. nationwide,D-0381-2019,"Olmesartan Medoxomil and Hydrochlorothiazide Tablets, 40 mg/25 mg, packaged in a) 30-count bottle (NDC 0093-7617-56), b) 90-count bottle (NDC 0093-7617-98), Rx only, Manufactured In Israel By: Teva Pharmaceutical, IND. LTD., Jerusalem, 9777402, Israel, Manufactured For: Teva Pharmaceutical USA, INC., North Wales, PA 19454","181,456 bottles",Failed dissolution specifications,20181219.0,20190116.0,20200831.0,20190123.0,"Lot #: a) 49O005, 49O006, 49O007, 49O010, Exp 02/2019; b) 49O005, 49O009, 49O010, Exp 02/2019",,④ 품질규격 미달,0
Terminated,East Haven,CT,United States,Class II,{},Drugs,86579,"Milbar Laboratories, Inc.",20 Commerce St,,06512-4145,Voluntary: Firm initiated,Letter,"Product was distributed throughout the United States, including Puerto Rico and internationally.",D-0084-2021,"DCL B Prox10 Anti-Blemish Wash (Benzoyl Peroxide 10%), 200 ml/6.7 fl.oz. Dermatologic Cosmetic Laboratories, East Haven, CT 06512 USA, UPC 0357486500853","7,591 bottles",GMP Deviations,20201009.0,20201117.0,20230104.0,20201125.0,"Lot # MV098-4, Exp. Date Dec-21  Lot #: JW995, Exp. Date Sep-22  Lot #: Fx381, Exp. Date Jun-23",,⑦ 일반 CGMP 결함,0
Ongoing,Woburn,MA,United States,Class II,"{'application_number': ['ANDA078347'], 'brand_name': ['HALOPERIDOL LACTATE'], 'generic_name': ['HALOPERIDOL LACTATE'], 'manufacturer_name': ['Mylan Institutional LLC'], 'product_ndc': ['67457-426'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAMUSCULAR'], 'substance_name': ['HALOPERIDOL LACTATE'], 'rxcui': ['1719646'], 'spl_id': ['78868903-4ca8-4da0-84bc-340726c9ea4e'], 'spl_set_id': ['909259a3-7627-4d1e-91d3-3363b3493599'], 'package_ndc': ['67457-426-00', '67457-426-12'], 'is_original_packager': [True], 'unii': ['6387S86PK3']}",Drugs,97977,"Safecor Health, LLC",317 New Boston St,,01801-6231,Voluntary: Firm initiated,E-Mail,Distributed in Massachusetts,D-0214-2026,"Haloperidol Lactate Injection, 5 mg/mL, 25 x 1 mL Single-Dose Vials, Sterile, Rx only, For Intramuscular Use Only,  Manufactured for: Mylan Institutional LLC, Morgantown, WV 26605.  NDC: 67457-426-12 with Safecor Health LLC KITCHECK RFID Tag attached with incorrect serial numbers:  KITCHECK 8001-03A3,00000000,003A-2560, and 8001-03A3,00000000,003A-2D3B.",800 1mL vials,Labeling: Not Elsewhere Classified:Incorrect RFID tag labels applied to product by repackaging firm.,20251010.0,20251202.0,,20251210.0,"Lot 25381993 and 25391516, Exp 12/31/2026",,⑤ 표시/라벨링 오류,0
Terminated,Aston,PA,United States,Class I,{},Drugs,67860,"Nova Products, Inc.",5 Mount Pleasant Rd,,19014-1407,Voluntary: Firm initiated,Press Release,Nationwide to retailers and distributors,D-1597-2014,"Black Ant, 4600 mg, four capsules per box, , Manufacturer Timpo Bioengineering Co., Ltd, USA.,",Unknown,"Marketed Without an Approved NDA/ANDA: Nova Products, Inc. of Aston, Pennsylvania is voluntarily recalling Black Ant because FDA laboratory analysis determined they contain undeclared amounts of sildenafil an active ingredient of FDA-approved drugs used to treat erectile dysfunction.",20140328.0,20140918.0,20150806.0,20140924.0,2006-3627878,,⑤ 표시/라벨링 오류,1
Terminated,Lake Forest,IL,United States,Class II,"{'application_number': ['ANDA077908'], 'brand_name': ['PROPOFOL'], 'generic_name': ['PROPOFOL'], 'manufacturer_name': ['Hospira, Inc.'], 'product_ndc': ['0409-4699', '0409-6010'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['PROPOFOL'], 'rxcui': ['1808217', '1808222', '1808224'], 'spl_id': ['6b15a686-96ff-4f19-8638-bce64d91e266'], 'spl_set_id': ['28d7ba00-f824-4e55-139a-03f509c099db'], 'package_ndc': ['0409-4699-50', '0409-4699-30', '0409-4699-53', '0409-4699-33', '0409-4699-54', '0409-4699-24', '0409-6010-02', '0409-6010-25'], 'is_original_packager': [True], 'nui': ['N0000175975', 'N0000175681'], 'pharm_class_pe': ['General Anesthesia [PE]'], 'pharm_class_epc': ['General Anesthetic [EPC]'], 'unii': ['YI7VU623SF']}",Drugs,65616,Hospira Inc.,275 N Field Dr,,60045-2579,Voluntary: Firm initiated,Letter,Nationwide,D-887-2013,"Propofol Injectable Emulsion, 1%, 1 g/100 mL (10 mg/mL), 100 mL, Single patient infusion vial, RX only, Hospira, Inc., Lake Forest, IL 60045, NDC 0409-4699-24; Propofol Injectable Emulsion, 500 mg/50 mL, 50 mL, Single patient infusion vial, RX only, Hospira, Inc., Lake Forest, IL 60045, NDC 0409-4699-33","94,110 vials",Presence of Particulate Matter; single visible particulate was identified during a retain sample inspection identified as stainless steel,20130525.0,20130813.0,20140918.0,20130821.0,"Lot 07-950-DJ Exp. Date 1JUL2013, 10-101-DJ Exp. Date 1OCT2013, and 10-102-DJ Exp. Date 1OCT2013",,⑧ 이물혼입/물리적결함,0
Terminated,Fort Washington,PA,United States,Class II,{},Drugs,66272,"Mcneil Consumer Healthcare, Div Of Mcneil-ppc, Inc.",7050 Camp Hill Rd,,19034-2210,Voluntary: Firm initiated,Letter,Nationwide.,D-66272-001,"Concentrated Motrin (ibuprofen) Infants' Drops Oral Suspension, Original Berry Flavor 1/2 fl oz bottles, 50 mg per 1.25ml, Distributed by McNeil Consumer Healthcare, Fort Washington, PA.","197,532 bottles",Presence of Foreign Substance: process-related particulates which may be associated with the raw materials were observed,20130906.0,20131017.0,20141202.0,20131023.0,"Lot #: DCB3T01, DDB4R01, and DDB4S01, Exp 03/31/15",,⑧ 이물혼입/물리적결함,0
Terminated,Conway,AR,United States,Class II,{},Drugs,81982,US Compounding Inc,1270 Dons Ln,,72032-4753,Voluntary: Firm initiated,Letter,Nationwide in the USA.,D-0482-2019,"LET Gel 4% (Lidocaine HCl 4% + EPINEPHrine HCl 0.05% + Tetracaine HCl 0.5%), 3mL Single Use Syringe, Rx only, US Compounding, 1270 Don's Lane, Conway, AR, 800-718-3588, Barcode 62295501303.",1931 syringes,Labeling: Incorrect or Missing Lot and/or Exp Date: Labels are missing lot and expiration date and are printed as Lot# YYYDDYY@XX with a Beyond Use Date: MM/DD/YYY.,20190124.0,20190208.0,20200124.0,20190220.0,"Labeled as Lot# YYYDDYY@XX, Beyond Use Date: MM/DD/YYYY.",,⑤ 표시/라벨링 오류,0
Terminated,Lake Forest,IL,United States,Class III,{},Drugs,77191,"Pharmedium Services, LLC",150 N Field Dr Ste 350,,60045-2506,Voluntary: Firm initiated,Telephone,Nationwide in the USA,D-0913-2017,"Potassium PHOSphate added to 0.9% Sodium Chloride, 7 mMol 100 mL Bag, Service Code 2K5284, NDC# 61553-0284-48, Total Volume 100.00 mL incorrectly labeled as 102.33 mL, Rx Only, PharMEDium Services, LLC, 12620 W. Airport Blvd #130, Sugar Land, TX 74478",216 bags,Labeling: Not Elsewhere Classified: Incorrect volume printed on the product label.,20170217.0,20170612.0,20170613.0,20170621.0,"Lot Numbers:  163640084D, 3/30/2017; 170120081D, 4/13/2017;  170160062D, 4/17/2017; 170200066D, 4/23/2017; 170370011D, 5/8/2017",,⑤ 표시/라벨링 오류,0
Terminated,Princeton,NJ,United States,Class II,{},Drugs,82617,"Dr. Reddy's Laboratories, Inc.",107 College Rd E,,08540-6623,Voluntary: Firm initiated,Letter,Product was distributed to major distributors and retailers who may have further distribute the product throughout the United States.,D-1133-2019,"Divalproex Sodium Extended-Release Tablets, USP, 250 mg a) 100-count bottle (NDC 55111-0533-01), b) 500-count bottle (NDC 55111-0533-05), Rx only, Mfd. By: Dr. Reddy's Laboratories Limited, Bachupally, - 500 090 INDIA","33,958 bottles",cGMP deviations: Product was exposed above 50% relative humidity levels during packaging operations.,20190411.0,20190415.0,20200625.0,20190424.0,"Lot #: a) C802629, Exp. 03/2020; C805680, Exp. 07/2020, C808821,Exp. 10/2020; b) C806561, Exp. 10/2020",,⑦ 일반 CGMP 결함,0
Terminated,Farmingdale,NY,United States,Class II,"{'application_number': ['ANDA090796'], 'brand_name': ['IBUPROFEN'], 'generic_name': ['IBUPROFEN'], 'manufacturer_name': ['TIME CAP LABORATORIES, INC'], 'product_ndc': ['49483-602', '49483-603', '49483-604'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['IBUPROFEN'], 'rxcui': ['197805', '197806', '197807'], 'spl_id': ['27b8b074-c62d-7214-e063-6294a90adb69'], 'spl_set_id': ['ec3e8443-d742-4c25-8516-f0df4ebfccdc'], 'package_ndc': ['49483-602-01', '49483-602-50', '49483-603-03', '49483-603-50', '49483-603-05', '49483-603-01', '49483-604-01', '49483-604-50', '49483-604-05', '49483-604-03'], 'is_original_packager': [True], 'upc': ['0349483604504', '0349483604016', '0349483602012', '0349483602500', '0349483603507', '0349483603019'], 'nui': ['N0000000160', 'M0001335', 'N0000175722'], 'pharm_class_moa': ['Cyclooxygenase Inhibitors [MoA]'], 'pharm_class_cs': ['Anti-Inflammatory Agents, Non-Steroidal [CS]'], 'pharm_class_epc': ['Nonsteroidal Anti-inflammatory Drug [EPC]'], 'unii': ['WK2XYI10QM']}",Drugs,79349,"Time-Cap Laboratories, Inc.",7 Michael Ave,,11735-3921,Voluntary: Firm initiated,Letter,Nationwide.,D-0692-2018,"Ibuprofen Tablets USP 800 mg, a) 100 tablet (NDC 49483-604-01) and b) 500 tablet (NDC 49483-604-50) bottles, Rx, Manufactured for: Time Cap labs, Inc., Farmingdale, NY 11735, USA, Manufactured by: Marksans Pharma, Ltd., Verna, Goa-403 722, India",,CGMP Deviations: Various strengths of ibuprofen tablets/caplets are being recalled due to complaints of odor related to CGMP deficiencies.,20180111.0,20180422.0,20210120.0,20180502.0,"a) C139C, C140C, exp 2/18, F044C, exp 8/18;     b)   D048C,   D049C,   D050C,   D051C,   C142C,   C137C,   C138C,   C139C,  C141C, exp 2/18;   D052C,   K207C,   K208C,   K209C,   K210C,   K211C,   K212C,   HM6122,   HM6123,   HM6124,   HM6125,   HM6126,   K109C,   K110C,   K111C,   HM6113,   HM6114,   HM6115,   HM6116,   HM6117,   HM6118,   F044C,   H097C,   H098C,   H099C,   H100C,   H101C,   K096C,   K097C,   K098C,   K099C,   K100C,   K101C,   K102C, exp 8/18;   M105C,   L017C,   L018C,   L019C,   L020C,   L021C,   L022C, exp 9/18",,⑦ 일반 CGMP 결함,0
Terminated,East Windsor,NJ,United States,Class II,"{'application_number': ['ANDA205780'], 'brand_name': ['VANCOMYCIN HYDROCHLORIDE'], 'generic_name': ['VANCOMYCIN HYDROCHLORIDE'], 'manufacturer_name': ['Eugia US LLC'], 'product_ndc': ['55150-203', '55150-204'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['VANCOMYCIN HYDROCHLORIDE'], 'rxcui': ['1807513', '1807516'], 'spl_id': ['e18e1eed-339d-429d-b1ee-b7d6ffde85eb'], 'spl_set_id': ['78984781-3c0b-4b73-ba85-10d60ecb2a28'], 'package_ndc': ['55150-203-10', '55150-204-20'], 'is_original_packager': [True], 'unii': ['71WO621TJD']}",Drugs,84356,AuroMedics Pharma LLC,279 Princeton Hightstown Rd,,08520-1401,Voluntary: Firm initiated,Letter,Nationwide in the USA,D-0574-2020,"Vancomycin Hydrochloride for Injection, USP, 1 g* per vial, packaged in 10-count vials per carton, Rx only, Mft. in India for: AuroMedics Pharma LLC, E. Windsor, NJ  08520, NDC 55150-204-20.","275,060 vials",Discoloration: Product complaints of discoloration after reconstitution of vials.,20191125.0,20191206.0,20210304.0,20191218.0,"Lot #: CVM180003, CVM180004, Exp 04/2020; CVM180008, Exp 07/2020; CVM180009, CVM180010, CVM180011, CVM180012, Exp 09/2020",,⑧ 이물혼입/물리적결함,0
Terminated,New York,NY,United States,Class II,{},Drugs,89864,Pfizer Inc.,235 East 42nd Street,,10017-5703,Voluntary: Firm initiated,Press Release,Nationwide,D-0758-2022,"quinapril and hydrochlorothiazide tablets, 20 mg/25 mg*, 90 Tablets bottles, Rx Only, Distributed by: Greenstone, LLC, Peapack, NJ, 07977, Made in Germany,  NDC 59762-5225-9",2442 bottles,CGMP Deviations: N-nitroso-quinapril and N-nitroso-hydrochlorothiazide impurity above the acceptable daily intake limit.,20220321.0,20220406.0,20240828.0,20220413.0,Lot FE3714; Exp. 02/2023,,⑦ 일반 CGMP 결함,0
Terminated,Lexington,MA,United States,Class I,{},Drugs,83792,"Shire Human Genetic Therapies, Inc.",300 Shire Way,,02421-2101,Voluntary: Firm initiated,Letter,Product was distributed throughout the United States.,D-0035-2020,"Natpara (parathyroid hormone) for Injection, 25 mcg/dose, 2 pack cartridges, Rx only, For subcutaneous use only, Manufactured for: Shire-NPS Pharmaceuticals, Inc., Lexington, MA NDC 68875-0202-02","1,556",Defective Delivery System: potential risk of rubber stopper particles clogging the needle and leading to underdosing,20190912.0,20191001.0,20210323.0,20191002.0,"08569357, exp 4/30/2020;  07983652, 08544833, exp 6/30/2021",,기타,1
Terminated,Palm Desert,CA,United States,Class III,{},Drugs,72089,Guthy-Renker LLC,41550 Eclectic St,,92260-1967,Voluntary: Firm initiated,Letter,U.S. Nationwide including Puerto Rico and Guam; Canada.,D-0003-2016,"Rodan & Fields Proactiv Solution, Sheer Finish Compact Foundation, salicylic acid acne treatment, MEDIUM, 7 g/0.25 OZ. Compacts, Over the Counter. Manufactured for Guthy-Renker  Palm Desert, CA 92250.","5,025 Compacts",Subpotent Drug: Salicylic acid is subpotent.,20120507.0,20151001.0,20151002.0,20151007.0,"Lot #: N0211A, Expiry: 07/12; Lot #: N0214A, Expiry: 08/12; Lot #: N0284A, Expiry: 10/12; Lot #: N0285A, Expiry: 10/12; Lot #: N0286A, Expiry: 10/12.",,④ 품질규격 미달,0
Terminated,Princeton,NJ,United States,Class III,"{'application_number': ['ANDA091412'], 'brand_name': ['PARICALCITOL'], 'generic_name': ['PARICALCITOL'], 'manufacturer_name': [""Dr. Reddy's Laboratories Limited""], 'product_ndc': ['55111-663', '55111-664', '55111-665'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['ORAL'], 'substance_name': ['PARICALCITOL'], 'rxcui': ['577315', '577317', '577324'], 'spl_id': ['9cdba353-c828-7ee6-0fed-9eb342df7ffc'], 'spl_set_id': ['aa1a80e9-8778-a03e-5d53-d4b6a6363169'], 'package_ndc': ['55111-663-30', '55111-663-01', '55111-663-05', '55111-663-79', '55111-663-81', '55111-664-30', '55111-664-01', '55111-664-05', '55111-664-79', '55111-664-81', '55111-665-30', '55111-665-01', '55111-665-05', '55111-665-79', '55111-665-81'], 'is_original_packager': [True], 'nui': ['M0007651', 'N0000175907', 'N0000175849'], 'pharm_class_cs': ['Ergocalciferols [CS]'], 'pharm_class_epc': ['Vitamin D2 Analog [EPC]', 'Vitamin D Analog [EPC]'], 'unii': ['6702D36OG5']}",Drugs,72648,"Dr. Reddy's Laboratories, Inc.",107 College Rd E,,08540-6623,Voluntary: Firm initiated,Letter,Nationwide,D-0719-2016,"Paricalcitol Capsules, 1 mcg, 30 capsules per bottle, Rx Only, Mfd by: Dr. Reddy's Laboratories Limited, Bachupally, India, NDC 55111-663-30","9,155  bottles",Failed Tablet/Capsule Specifications:  Product recalled due to reports of breakage and leakage of Paricalcitol capsules.,20151104.0,20160218.0,20170622.0,20160224.0,"Lot #s: C404795, C404796, C404797, Exp 05/2016; C406272, C406273, C406274, C406518, Exp  07/2016; C409586, C409587, Exp 11/2016; C409588, Exp 12/2016;   C501835, C501836 , C501837, Exp 02/2017; C503797, C503798, Exp 05/2017; C505009, Exp 06/2017; C505568, C505569, Exp 07/2017",,④ 품질규격 미달,0
Terminated,Irvine,CA,United States,Class II,"{'application_number': ['NDA019952'], 'brand_name': ['HEPARIN SODIUM IN DEXTROSE'], 'generic_name': ['HEPARIN SODIUM AND DEXTROSE'], 'manufacturer_name': ['B. Braun Medical Inc.'], 'product_ndc': ['0264-9567', '0264-9577', '0264-9587'], 'product_type': ['HUMAN PRESCRIPTION DRUG'], 'route': ['INTRAVENOUS'], 'substance_name': ['DEXTROSE MONOHYDRATE', 'HEPARIN SODIUM'], 'rxcui': ['1361607', '1658717', '1659195'], 'spl_id': ['be724659-682a-48b4-bcc0-01be11d8b6e9'], 'spl_set_id': ['92a6f533-1a3d-4734-b413-d245592454e3'], 'package_ndc': ['0264-9567-10', '0264-9577-10', '0264-9587-20'], 'is_original_packager': [True], 'unii': ['LX22YL083G', 'ZZ45AB24CA']}",Drugs,91769,B. Braun Medical Inc,2525 Mcgaw Ave,,92614-5841,,Letter,Nationwide in the USA,D-0434-2023,"Heparin Sodium, 25,000USP units per 250 mL, (100 USP units per mL) in 5% Dextrose Injection, 250 mL Excel Container, B.Braun Medical Inc, Bethlehem, PA. 18018-3524 USA. NDC 0264-9587-20.",30672,Subpotent Drug: low Anti-Factor IIa potency.,20230301.0,20230306.0,20240313.0,20230315.0,Lot J2C017; Expiration: 9/30/2023.,,④ 품질규격 미달,0
Terminated,Tulsa,OK,United States,Class II,{},Drugs,65601,"Physicians Total Care, Inc.",12515 E 55th St Ste 100,,74146-6234,Voluntary: Firm initiated,FAX,GA,D-826-2013,"Belladonna Alkaloids/PB (Belladonna Alkaloids / Phenobarbital) Tablets Phenobarbital USP 16.2 mg,  Hyoscyamine Sulfate 0.1037 mg,  Atropine Sulfate 0.0194 mg,  Scopolamine Hydrobromide 0.0065 mg  30-count bottle (NDC 54868-0031-04), Rx only, Repackaged and distributed by Physicians Total Care, Inc. Tulsa, OK 74146.",270 tablets,"Presence of Foriegn Substance:The manufacturer, West-ward Pharmaceutical, recalled product because of the presence of black spots on tablets. In response, the repackager initiated its own recall.",20130617.0,20130726.0,20130815.0,20130807.0,Lot# 6GP2; Exp 10/14    West-Ward Lot /WWCN 67331A,,기타,0
